GeneSym	NA	GeneID
DMBT1	na	1755
DMBX1	na	127343
DMC1	na	11144
DMD	na	1756
DMGDH	na	29958
DMKN	na	93099
DMP1	na	1758
DMPK	na	1760
DMRT1	na	1761
DMRT2	na	10655
DMRT3	na	58524
DMRTA1	na	63951
DMRTA2	na	63950
DMRTB1	na	63948
DMRTC1	na	63947
DMRTC1B	na	728656
DMRTC2	na	63946
DMTF1	na	9988
DMTN	na	2039
DMWD	na	1762
DMXL1	na	1657
DMXL2	na	23312
DNA2	na	1763
DNAAF1	na	123872
DNAAF2	na	55172
DNAAF3	na	352909
DNAH1	na	25981
DNAH10	na	196385
DNAH11	na	8701
DNAH12	na	201625
DNAH14	na	127602
DNAH17	na	8632
DNAH2	na	146754
DNAH3	na	55567
DNAH5	na	1767
DNAH6	na	1768
DNAH7	na	56171
DNAH8	na	1769
DNAH9	na	1770
DNAI1	na	27019
DNAI2	na	64446
DNAJA1	na	3301
DNAJA1P5	na	94236
DNAJA2	na	10294
DNAJA3	na	9093
DNAJA4	na	55466
DNAJB1	na	3337
DNAJB11	na	51726
DNAJB12	na	54788
DNAJB13	na	374407
DNAJB14	na	79982
DNAJB2	na	3300
DNAJB3	na	414061
DNAJB4	na	11080
DNAJB5	na	25822
DNAJB6	na	10049
DNAJB7	na	150353
DNAJB8	na	165721
DNAJB8-AS1	na	285224
DNAJB9	na	4189
DNAJC1	na	64215
DNAJC10	na	54431
DNAJC11	na	55735
DNAJC12	na	56521
DNAJC13	na	23317
DNAJC14	na	85406
DNAJC15	na	29103
DNAJC16	na	23341
DNAJC17	na	55192
DNAJC18	na	202052
DNAJC19	na	131118
DNAJC2	na	27000
DNAJC21	na	134218
DNAJC22	na	79962
DNAJC24	na	120526
DNAJC25	na	548645
DNAJC25-GNG10	na	552891
DNAJC27	na	51277
DNAJC27-AS1	na	729723
DNAJC28	na	54943
DNAJC3	na	5611
DNAJC30	na	84277
DNAJC4	na	3338
DNAJC5	na	80331
DNAJC5B	na	85479
DNAJC5G	na	285126
DNAJC6	na	9829
DNAJC7	na	7266
DNAJC8	na	22826
DNAJC9	na	23234
DNAJC9-AS1	na	414245
DNAL1	na	83544
DNAL4	na	10126
DNALI1	na	7802
DNASE1	na	1773
DNASE1L1	na	1774
DNASE1L2	na	1775
DNASE1L3	na	1776
DNASE2	na	1777
DNASE2B	na	58511
DND1	na	373863
DNER	na	92737
DNHD1	na	144132
DNLZ	na	728489
DNM1	na	1759
DNM1L	na	10059
DNM1P35	na	100128285
DNM1P41	na	440299
DNM1P46	na	196968
DNM2	na	1785
DNM3	na	26052
DNM3OS	na	100628315
DNMBP	na	23268
DNMBP-AS1	na	100188954
DNMT1	na	1786
DNMT3A	na	1788
DNMT3B	na	1789
DNMT3L	na	29947
DNPEP	na	23549
DNPH1	na	10591
DNTT	na	1791
DNTTIP1	na	116092
DNTTIP2	na	30836
DOC2A	na	8448
DOC2B	na	8447
DOC2GP	na	390213
DOCK1	na	1793
DOCK10	na	55619
DOCK11	na	139818
DOCK2	na	1794
DOCK3	na	1795
DOCK4	na	9732
DOCK5	na	80005
DOCK6	na	57572
DOCK7	na	85440
DOCK8	na	81704
DOCK9	na	23348
DOHH	na	83475
DOK1	na	1796
DOK2	na	9046
DOK3	na	79930
DOK4	na	55715
DOK5	na	55816
DOK6	na	220164
DOK7	na	285489
DOLK	na	22845
DOLPP1	na	57171
DONSON	na	29980
DOPEY1	na	23033
DOPEY2	na	9980
DOT1L	na	84444
DPAGT1	na	1798
DPCD	na	25911
DPCR1	na	135656
DPEP1	na	1800
DPEP2	na	64174
DPEP3	na	64180
DPF1	na	8193
DPF2	na	5977
DPF3	na	8110
DPH1	na	1801
DPH2	na	1802
DPH3	na	285381
DPH3P1	na	100132911
DPH5	na	51611
DPH6	na	89978
DPH7	na	92715
DPM1	na	8813
DPM2	na	8818
DPM3	na	54344
DPP10	na	57628
DPP3	na	10072
DPP4	na	1803
DPP6	na	1804
DPP7	na	29952
DPP8	na	54878
DPP9	na	91039
DPPA2	na	151871
DPPA3	na	359787
DPPA4	na	55211
DPPA5	na	340168
DPRX	na	503834
DPRXP4	na	503645
DPT	na	1805
DPY19L1	na	23333
DPY19L1P1	na	100129460
DPY19L2	na	283417
DPY19L2P1	na	554236
DPY19L2P2	na	349152
DPY19L2P3	na	442524
DPY19L2P4	na	442523
DPY19L3	na	147991
DPY19L4	na	286148
DPY30	na	84661
DPYD	na	1806
DPYS	na	1807
DPYSL2	na	1808
DPYSL3	na	1809
DPYSL4	na	10570
DPYSL5	na	56896
DQX1	na	165545
DR1	na	1810
DRAM1	na	55332
DRAM2	na	128338
DRAP1	na	10589
DRAXIN	na	374946
DRC1	na	92749
DRD1	na	1812
DRD2	na	1813
DRD3	na	1814
DRD4	na	1815
DRD5	na	1816
DRG1	na	4733
DRG2	na	1819
DRGX	na	644168
DRICH1	na	51233
DROSHA	na	29102
DRP2	na	1821
DSC1	na	1823
DSC2	na	1824
DSC3	na	1825
DSCAM	na	1826
DSCAM-AS1	na	100506492
DSCAML1	na	57453
DSCC1	na	79075
DSCR10	na	259234
DSCR3	na	10311
DSCR4	na	10281
DSCR8	na	84677
DSCR9	na	257203
DSE	na	29940
DSEL	na	92126
DSG1	na	1828
DSG2	na	1829
DSG3	na	1830
DSG4	na	147409
DSN1	na	79980
DSP	na	1832
DSPP	na	1834
DST	na	667
DSTN	na	11034
DSTNP2	na	171220
DSTYK	na	25778
DTD1	na	92675
DTD2	na	112487
DTHD1	na	401124
DTL	na	51514
DTNA	na	1837
DTNB	na	1838
DTNBP1	na	84062
DTWD1	na	56986
DTWD2	na	285605
DTX1	na	1840
DTX2	na	113878
DTX2P1-UPK3BP1-PMS2P11	na	441263
DTX3	na	196403
DTX3L	na	151636
DTX4	na	23220
DTYMK	na	1841
DUOX1	na	53905
DUOX2	na	50506
DUOXA1	na	90527
DUOXA2	na	405753
DUPD1	na	338599
DUS1L	na	64118
DUS2	na	54920
DUS3L	na	56931
DUS4L	na	11062
DUSP1	na	1843
DUSP10	na	11221
DUSP11	na	8446
DUSP12	na	11266
DUSP13	na	51207
DUSP14	na	11072
DUSP15	na	128853
DUSP16	na	80824
DUSP18	na	150290
DUSP19	na	142679
DUSP2	na	1844
DUSP21	na	63904
DUSP22	na	56940
DUSP23	na	54935
DUSP26	na	78986
DUSP27	na	92235
DUSP28	na	285193
DUSP3	na	1845
DUSP4	na	1846
DUSP5	na	1847
DUSP5P1	na	574029
DUSP6	na	1848
DUSP7	na	1849
DUSP8	na	1850
DUSP9	na	1852
DUT	na	1854
DUX4	na	100288687
DUX4L2	na	728410
DUX4L3	na	653548
DUX4L4	na	441056
DUX4L5	na	653545
DUX4L6	na	653544
DUX4L7	na	653543
DUX4L8	na	26583
DUXA	na	503835
DVL1	na	1855
DVL2	na	1856
DVL3	na	1857
DXO	na	1797
DYDC1	na	143241
DYDC2	na	84332
DYM	na	54808
DYNAP	na	284254
DYNC1H1	na	1778
DYNC1I1	na	1780
DYNC1I2	na	1781
DYNC1LI1	na	51143
DYNC1LI2	na	1783
DYNC2H1	na	79659
DYNC2LI1	na	51626
DYNLL1	na	8655
DYNLL2	na	140735
DYNLRB1	na	83658
DYNLRB2	na	83657
DYNLT1	na	6993
DYNLT3	na	6990
DYRK1A	na	1859
DYRK1B	na	9149
DYRK2	na	8445
DYRK3	na	8444
DYRK4	na	8798
DYSF	na	8291
DYTN	na	391475
DYX1C1	na	161582
DYX1C1-CCPG1	na	100533483
DZANK1	na	55184
DZIP1	na	22873
DZIP1L	na	199221
DZIP3	na	9666
E2F1	na	1869
E2F2	na	1870
E2F3	na	1871
E2F4	na	1874
E2F5	na	1875
E2F6	na	1876
E2F7	na	144455
E2F8	na	79733
E4F1	na	1877
EAF1	na	85403
EAF2	na	55840
EAPP	na	55837
EARS2	na	124454
EBAG9	na	9166
EBF1	na	1879
EBF2	na	64641
EBF3	na	253738
EBF4	na	57593
EBI3	na	10148
EBLN1	na	340900
EBLN2	na	55096
EBNA1BP2	na	10969
EBP	na	10682
EBPL	na	84650
ECD	na	11319
ECE1	na	1889
ECE2	na	9718
ECEL1	na	9427
ECEL1P2	na	347694
ECH1	na	1891
ECHDC1	na	55862
ECHDC2	na	55268
ECHDC3	na	79746
ECHS1	na	1892
ECI1	na	1632
ECI2	na	10455
ECM1	na	1893
ECM2	na	1842
ECRP	na	643332
ECSCR	na	641700
ECSIT	na	51295
ECT2	na	1894
ECT2L	na	345930
EDA	na	1896
EDA2R	na	60401
EDAR	na	10913
EDARADD	na	128178
EDC3	na	80153
EDC4	na	23644
EDDM3A	na	10876
EDDM3B	na	64184
EDEM1	na	9695
EDEM2	na	55741
EDEM3	na	80267
EDF1	na	8721
EDIL3	na	10085
EDN1	na	1906
EDN2	na	1907
EDN3	na	1908
EDNRA	na	1909
EDNRB	na	1910
EDRF1	na	26098
EEA1	na	8411
EED	na	8726
EEF1A1	na	1915
EEF1A2	na	1917
EEF1B2	na	1933
EEF1D	na	1936
EEF1DP3	na	196549
EEF1E1	na	9521
EEF1E1-BLOC1S5	na	100526837
EEF1G	na	1937
EEF2	na	1938
EEF2K	na	29904
EEFSEC	na	60678
EEPD1	na	80820
EFCAB1	na	79645
EFCAB10	na	100130771
EFCAB11	na	90141
EFCAB12	na	90288
EFCAB13	na	124989
EFCAB14	na	9813
EFCAB2	na	84288
EFCAB3	na	146779
EFCAB5	na	374786
EFCAB6	na	64800
EFCAB7	na	84455
EFCAB8	na	388795
EFCAB9	na	285588
EFCC1	na	79825
EFEMP1	na	2202
EFEMP2	na	30008
EFHB	na	151651
EFHC1	na	114327
EFHC2	na	80258
EFHD1	na	80303
EFHD2	na	79180
EFNA1	na	1942
EFNA2	na	1943
EFNA3	na	1944
EFNA4	na	1945
EFNA5	na	1946
EFNB1	na	1947
EFNB2	na	1948
EFNB3	na	1949
EFR3A	na	23167
EFR3B	na	22979
EFS	na	10278
EFTUD1	na	79631
EFTUD2	na	9343
EGF	na	1950
EGFEM1P	na	93556
EGFL6	na	25975
EGFL7	na	51162
EGFL8	na	80864
EGFLAM	na	133584
EGFR	na	1956
EGLN1	na	54583
EGLN2	na	112398
EGLN3	na	112399
EGOT	na	100126791
EGR1	na	1958
EGR2	na	1959
EGR3	na	1960
EGR4	na	1961
EHBP1	na	23301
EHBP1L1	na	254102
EHD1	na	10938
EHD2	na	30846
EHD3	na	30845
EHD4	na	30844
EHF	na	26298
EHHADH	na	1962
EHMT1	na	79813
EHMT2	na	10919
EI24	na	9538
EID1	na	23741
EID2	na	163126
EID2B	na	126272
EID3	na	493861
EIF1	na	10209
EIF1AD	na	84285
EIF1AX	na	1964
EIF1AY	na	9086
EIF1B	na	10289
EIF2A	na	83939
EIF2AK1	na	27102
EIF2AK2	na	5610
EIF2AK3	na	9451
EIF2AK4	na	440275
EIF2B1	na	1967
EIF2B2	na	8892
EIF2B3	na	8891
EIF2B4	na	8890
EIF2B5	na	8893
EIF2D	na	1939
EIF2S1	na	1965
EIF2S2	na	8894
EIF2S3	na	1968
EIF3A	na	8661
EIF3B	na	8662
EIF3C	na	8663
EIF3CL	na	728689
EIF3D	na	8664
EIF3E	na	3646
EIF3F	na	8665
EIF3G	na	8666
EIF3H	na	8667
EIF3I	na	8668
EIF3IP1	na	442720
EIF3J	na	8669
EIF3K	na	27335
EIF3L	na	51386
EIF3M	na	10480
EIF4A1	na	1973
EIF4A2	na	1974
EIF4A3	na	9775
EIF4B	na	1975
EIF4E	na	1977
EIF4E1B	na	253314
EIF4E2	na	9470
EIF4E3	na	317649
EIF4EBP1	na	1978
EIF4EBP2	na	1979
EIF4EBP3	na	8637
EIF4ENIF1	na	56478
EIF4G1	na	1981
EIF4G2	na	1982
EIF4G3	na	8672
EIF4H	na	7458
EIF5	na	1983
EIF5A	na	1984
EIF5A2	na	56648
EIF5AL1	na	143244
EIF5B	na	9669
EIF6	na	3692
ELAC1	na	55520
ELAC2	na	60528
ELANE	na	1991
ELAVL1	na	1994
ELAVL2	na	1993
ELAVL3	na	1995
ELAVL4	na	1996
ELF1	na	1997
ELF2	na	1998
ELF3	na	1999
ELF4	na	2000
ELF5	na	2001
ELFN1	na	392617
ELFN2	na	114794
ELK1	na	2002
ELK3	na	2004
ELK4	na	2005
ELL	na	8178
ELL2	na	22936
ELL3	na	80237
ELMO1	na	9844
ELMO2	na	63916
ELMO3	na	79767
ELMOD1	na	55531
ELMOD2	na	255520
ELMOD3	na	84173
ELMSAN1	na	91748
ELN	na	2006
ELOF1	na	84337
ELOVL1	na	64834
ELOVL2	na	54898
ELOVL3	na	83401
ELOVL4	na	6785
ELOVL5	na	60481
ELOVL6	na	79071
ELOVL7	na	79993
ELP2	na	55250
ELP3	na	55140
ELP4	na	26610
ELP5	na	23587
ELP6	na	54859
ELSPBP1	na	64100
ELTD1	na	64123
EMB	na	133418
EMBP1	na	647121
EMC1	na	23065
EMC10	na	284361
EMC2	na	9694
EMC3	na	55831
EMC4	na	51234
EMC6	na	83460
EMC7	na	56851
EMC8	na	10328
EMC9	na	51016
EMCN	na	51705
EMD	na	2010
EME1	na	146956
EME2	na	197342
EMG1	na	10436
EMID1	na	129080
EMILIN1	na	11117
EMILIN2	na	84034
EMILIN3	na	90187
EML1	na	2009
EML2	na	24139
EML3	na	256364
EML4	na	27436
EML5	na	161436
EML6	na	400954
EMP1	na	2012
EMP2	na	2013
EMP3	na	2014
EMR1	na	2015
EMR2	na	30817
EMR3	na	84658
EMR4P	na	326342
EMX1	na	2016
EMX2	na	2018
EMX2OS	na	196047
EN1	na	2019
EN2	na	2020
ENAH	na	55740
ENAM	na	10117
ENC1	na	8507
ENDOD1	na	23052
ENDOG	na	2021
ENDOU	na	8909
ENDOV	na	284131
ENG	na	2022
ENGASE	na	64772
ENHO	na	375704
ENKD1	na	84080
ENKUR	na	219670
ENO1	na	2023
ENO1-AS1	na	100505975
ENO2	na	2026
ENO3	na	2027
ENO4	na	387712
ENOPH1	na	58478
ENOSF1	na	55556
ENOX1	na	55068
ENOX2	na	10495
ENPEP	na	2028
ENPP1	na	5167
ENPP2	na	5168
ENPP3	na	5169
ENPP4	na	22875
ENPP5	na	59084
ENPP6	na	133121
ENPP7	na	339221
ENSA	na	2029
ENTHD1	na	150350
ENTHD2	na	146705
ENTPD1	na	953
ENTPD2	na	954
ENTPD3	na	956
ENTPD3-AS1	na	285266
ENTPD4	na	9583
ENTPD5	na	957
ENTPD6	na	955
ENTPD7	na	57089
ENTPD8	na	377841
ENY2	na	56943
EOGT	na	285203
EOMES	na	8320
EP300	na	2033
EP400	na	57634
EP400NL	na	347918
EPAS1	na	2034
EPB41	na	2035
EPB41L1	na	2036
EPB41L2	na	2037
EPB41L3	na	23136
EPB41L4A	na	64097
EPB41L4A-AS1	na	114915
EPB41L4B	na	54566
EPB41L5	na	57669
EPB42	na	2038
EPC1	na	80314
EPC2	na	26122
EPCAM	na	4072
EPDR1	na	54749
EPG5	na	57724
EPGN	na	255324
EPHA1	na	2041
EPHA10	na	284656
EPHA2	na	1969
EPHA3	na	2042
EPHA4	na	2043
EPHA5	na	2044
EPHA6	na	285220
EPHA7	na	2045
EPHA8	na	2046
EPHB1	na	2047
EPHB2	na	2048
EPHB3	na	2049
EPHB4	na	2050
EPHB6	na	2051
EPHX1	na	2052
EPHX2	na	2053
EPHX3	na	79852
EPHX4	na	253152
EPM2A	na	7957
EPM2AIP1	na	9852
EPN1	na	29924
EPN2	na	22905
EPN3	na	55040
EPO	na	2056
EPOR	na	2057
EPPIN	na	57119
EPPIN-WFDC6	na	100526773
EPPK1	na	83481
EPRS	na	2058
EPS15	na	2060
EPS15L1	na	58513
EPS8	na	2059
EPS8L1	na	54869
EPS8L2	na	64787
EPS8L3	na	79574
EPSTI1	na	94240
EPT1	na	85465
EPX	na	8288
EPYC	na	1833
EQTN	na	54586
ERAL1	na	26284
ERAP1	na	51752
ERAP2	na	64167
ERAS	na	3266
ERBB2	na	2064
ERBB2IP	na	55914
ERBB3	na	2065
ERBB4	na	2066
ERC1	na	23085
ERC2	na	26059
ERC2-IT1	na	711
ERCC1	na	2067
ERCC2	na	2068
ERCC3	na	2071
ERCC4	na	2072
ERCC5	na	2073
ERCC6	na	2074
ERCC6L	na	54821
ERCC6L2	na	375748
ERCC8	na	1161
EREG	na	2069
ERF	na	2077
ERG	na	2078
ERGIC1	na	57222
ERGIC2	na	51290
ERGIC3	na	51614
ERH	na	2079
ERI1	na	90459
ERI2	na	112479
ERI3	na	79033
ERICH1	na	157697
ERICH2	na	285141
ERICH3	na	127254
ERICH4	na	100170765
ERICH5	na	203111
ERICH6	na	131831
ERICH6B	na	220081
ERLEC1	na	27248
ERLIN1	na	10613
ERLIN2	na	11160
ERMAP	na	114625
ERMARD	na	55780
ERMN	na	57471
ERMP1	na	79956
ERN1	na	2081
ERN2	na	10595
ERO1L	na	30001
ERO1LB	na	56605
ERP27	na	121506
ERP29	na	10961
ERP44	na	23071
ERRFI1	na	54206
ERV3-1	na	2086
ERVFRD-1	na	405754
ERVK13-1	na	100507321
ERVMER34-1	na	100288413
ERVV-1	na	147664
ERVV-2	na	100271846
ESAM	na	90952
ESCO1	na	114799
ESCO2	na	157570
ESD	na	2098
ESF1	na	51575
ESM1	na	11082
ESPL1	na	9700
ESPN	na	83715
ESPNL	na	339768
ESPNP	na	284729
ESR1	na	2099
ESR2	na	2100
ESRG	na	790952
ESRP1	na	54845
ESRP2	na	80004
ESRRA	na	2101
ESRRB	na	2103
ESRRG	na	2104
ESX1	na	80712
ESYT1	na	23344
ESYT2	na	57488
ESYT3	na	83850
ETAA1	na	54465
ETF1	na	2107
ETFA	na	2108
ETFB	na	2109
ETFDH	na	2110
ETHE1	na	23474
ETNK1	na	55500
ETNK2	na	55224
ETNPPL	na	64850
ETS1	na	2113
ETS2	na	2114
ETV1	na	2115
ETV2	na	2116
ETV3	na	2117
ETV3L	na	440695
ETV4	na	2118
ETV5	na	2119
ETV6	na	2120
ETV7	na	51513
EVA1A	na	84141
EVA1B	na	55194
EVA1C	na	59271
EVC	na	2121
EVC2	na	132884
EVI2A	na	2123
EVI2B	na	2124
EVI5	na	7813
EVI5L	na	115704
EVL	na	51466
EVPL	na	2125
EVPLL	na	645027
EVX1	na	2128
EVX2	na	344191
EWSR1	na	2130
EXD1	na	161829
EXD2	na	55218
EXD3	na	54932
EXO1	na	9156
EXO5	na	64789
EXOC1	na	55763
EXOC2	na	55770
EXOC3	na	11336
EXOC3L1	na	283849
EXOC3L2	na	90332
EXOC3L4	na	91828
EXOC4	na	60412
EXOC5	na	10640
EXOC6	na	54536
EXOC6B	na	23233
EXOC7	na	23265
EXOC8	na	149371
EXOG	na	9941
EXOSC1	na	51013
EXOSC10	na	5394
EXOSC2	na	23404
EXOSC3	na	51010
EXOSC4	na	54512
EXOSC5	na	56915
EXOSC6	na	118460
EXOSC7	na	23016
EXOSC8	na	11340
EXOSC9	na	5393
EXPH5	na	23086
EXT1	na	2131
EXT2	na	2132
EXTL1	na	2134
EXTL2	na	2135
EXTL3	na	2137
EYA1	na	2138
EYA2	na	2139
EYA3	na	2140
EYA4	na	2070
EYS	na	346007
EZH1	na	2145
EZH2	na	2146
EZR	na	7430
F10	na	2159
F11	na	2160
F11R	na	50848
F12	na	2161
F13A1	na	2162
F13B	na	2165
F2	na	2147
F2R	na	2149
F2RL1	na	2150
F2RL2	na	2151
F2RL3	na	9002
F3	na	2152
F5	na	2153
F7	na	2155
F8	na	2157
F8A1	na	8263
F8A2	na	474383
F8A3	na	474384
F9	na	2158
FA2H	na	79152
FAAH	na	2166
FAAH2	na	158584
FABP1	na	2168
FABP12	na	646486
FABP2	na	2169
FABP3	na	2170
FABP4	na	2167
FABP5	na	2171
FABP5P3	na	220832
FABP6	na	2172
FABP7	na	2173
FABP9	na	646480
FADD	na	8772
FADS1	na	3992
FADS2	na	9415
FADS3	na	3995
FADS6	na	283985
FAF1	na	11124
FAF2	na	23197
FAH	na	2184
FAHD1	na	81889
FAHD2A	na	51011
FAHD2B	na	151313
FAIM	na	55179
FAIM2	na	23017
FAIM3	na	9214
FAM101A	na	144347
FAM101B	na	359845
FAM102A	na	399665
FAM102B	na	284611
FAM103A1	na	83640
FAM104A	na	84923
FAM104B	na	90736
FAM105A	na	54491
FAM106A	na	80039
FAM106CP	na	100129396
FAM107A	na	11170
FAM107B	na	83641
FAM109A	na	144717
FAM109B	na	150368
FAM110A	na	83541
FAM110B	na	90362
FAM110C	na	642273
FAM110D	na	79927
FAM111A	na	63901
FAM111B	na	374393
FAM114A1	na	92689
FAM114A2	na	10827
FAM115A	na	9747
FAM115C	na	285966
FAM117A	na	81558
FAM117B	na	150864
FAM118A	na	55007
FAM118B	na	79607
FAM120A	na	23196
FAM120AOS	na	158293
FAM120B	na	84498
FAM120C	na	54954
FAM122A	na	116224
FAM122B	na	159090
FAM122C	na	159091
FAM124A	na	220108
FAM124B	na	79843
FAM126A	na	84668
FAM126B	na	285172
FAM127A	na	8933
FAM127B	na	26071
FAM127C	na	441518
FAM129A	na	116496
FAM129B	na	64855
FAM129C	na	199786
FAM131A	na	131408
FAM131B	na	9715
FAM131C	na	348487
FAM132A	na	388581
FAM132B	na	151176
FAM133A	na	286499
FAM133B	na	257415
FAM134A	na	79137
FAM134B	na	54463
FAM134C	na	162427
FAM135A	na	57579
FAM135B	na	51059
FAM136A	na	84908
FAM138A	na	645520
FAM138B	na	654412
FAM138C	na	654835
FAM138D	na	677784
FAM138E	na	100124412
FAM138F	na	641702
FAM13A	na	10144
FAM13A-AS1	na	285512
FAM13B	na	51306
FAM13C	na	220965
FAM149A	na	25854
FAM149B1	na	317662
FAM150A	na	389658
FAM150B	na	285016
FAM151A	na	338094
FAM151B	na	167555
FAM153A	na	285596
FAM153B	na	202134
FAM153C	na	653316
FAM154A	na	158297
FAM154B	na	283726
FAM155A	na	728215
FAM155B	na	27112
FAM156A	na	29057
FAM156B	na	727866
FAM157A	na	728262
FAM157B	na	100132403
FAM159A	na	348378
FAM159B	na	100132916
FAM160A1	na	729830
FAM160A2	na	84067
FAM160B1	na	57700
FAM160B2	na	64760
FAM161A	na	84140
FAM161B	na	145483
FAM162A	na	26355
FAM162B	na	221303
FAM163A	na	148753
FAM163B	na	642968
FAM166A	na	401565
FAM166B	na	730112
FAM167A	na	83648
FAM167B	na	84734
FAM168A	na	23201
FAM168B	na	130074
FAM169A	na	26049
FAM169B	na	283777
FAM170A	na	340069
FAM170B	na	170370
FAM171A1	na	221061
FAM171A2	na	284069
FAM171B	na	165215
FAM172A	na	83989
FAM172BP	na	131909
FAM173A	na	65990
FAM173B	na	134145
FAM174A	na	345757
FAM174B	na	400451
FAM175A	na	84142
FAM175B	na	23172
FAM177A1	na	283635
FAM177B	na	400823
FAM178A	na	55719
FAM178B	na	51252
FAM179A	na	165186
FAM179B	na	23116
FAM180A	na	389558
FAM180B	na	399888
FAM181A	na	90050
FAM181A-AS1	na	283592
FAM181B	na	220382
FAM182A	na	284800
FAM182B	na	728882
FAM183A	na	440585
FAM183B	na	340286
FAM184A	na	79632
FAM184B	na	27146
FAM185A	na	222234
FAM186A	na	121006
FAM186B	na	84070
FAM187A	na	100528020
FAM187B	na	148109
FAM188A	na	80013
FAM188B	na	84182
FAM189A1	na	23359
FAM189A2	na	9413
FAM189B	na	10712
FAM192A	na	80011
FAM193A	na	8603
FAM193B	na	54540
FAM195A	na	84331
FAM195B	na	348262
FAM196A	na	642938
FAM196B	na	100131897
FAM197Y2	na	252946
FAM198A	na	729085
FAM198B	na	51313
FAM199X	na	139231
FAM19A1	na	407738
FAM19A2	na	338811
FAM19A3	na	284467
FAM19A4	na	151647
FAM19A5	na	25817
FAM200A	na	221786
FAM200B	na	285550
FAM201A	na	158228
FAM204A	na	63877
FAM205A	na	259308
FAM205B	na	389715
FAM206A	na	54942
FAM207A	na	85395
FAM208A	na	23272
FAM208B	na	54906
FAM209A	na	200232
FAM209B	na	388799
FAM20A	na	54757
FAM20B	na	9917
FAM20C	na	56975
FAM210A	na	125228
FAM210B	na	116151
FAM212A	na	389119
FAM212B	na	55924
FAM213A	na	84293
FAM213B	na	127281
FAM214A	na	56204
FAM214B	na	80256
FAM215A	na	23591
FAM216A	na	29902
FAM216B	na	144809
FAM217A	na	222826
FAM217B	na	63939
FAM218A	na	152756
FAM219A	na	203259
FAM219B	na	57184
FAM21A	na	387680
FAM21C	na	253725
FAM220A	na	84792
FAM221A	na	340277
FAM221B	na	392307
FAM222A	na	84915
FAM222B	na	55731
FAM223A	na	100132967
FAM223B	na	286967
FAM224A	na	401630
FAM224B	na	401629
FAM225A	na	286333
FAM225B	na	100128385
FAM226A	na	203429
FAM226B	na	653687
FAM227A	na	646851
FAM227B	na	196951
FAM228A	na	653140
FAM228B	na	375190
FAM229A	na	100128071
FAM229B	na	619208
FAM24A	na	118670
FAM24B	na	196792
FAM24B-CUZD1	na	100533195
FAM25A	na	643161
FAM25C	na	644054
FAM25G	na	100133093
FAM26D	na	221301
FAM26E	na	254228
FAM26F	na	441168
FAM27B	na	100133121
FAM27C	na	100132948
FAM27L	na	284123
FAM32A	na	26017
FAM35A	na	54537
FAM35BP	na	414241
FAM35DP	na	439965
FAM3A	na	60343
FAM3B	na	54097
FAM3C	na	10447
FAM3D	na	131177
FAM41C	na	284593
FAM43A	na	131583
FAM43B	na	163933
FAM45A	na	404636
FAM45B	na	55855
FAM46A	na	55603
FAM46B	na	115572
FAM46C	na	54855
FAM46D	na	169966
FAM47A	na	158724
FAM47B	na	170062
FAM47C	na	442444
FAM47E	na	100129583
FAM47E-STBD1	na	100631383
FAM49A	na	81553
FAM49B	na	51571
FAM50A	na	9130
FAM50B	na	26240
FAM53A	na	152877
FAM53B	na	9679
FAM53C	na	51307
FAM57A	na	79850
FAM57B	na	83723
FAM58A	na	92002
FAM58BP	na	339521
FAM60A	na	58516
FAM63A	na	55793
FAM63B	na	54629
FAM64A	na	54478
FAM65A	na	79567
FAM65B	na	9750
FAM65C	na	140876
FAM66A	na	100133172
FAM66B	na	100128890
FAM66C	na	440078
FAM66D	na	100132923
FAM66E	na	100132103
FAM69A	na	388650
FAM69B	na	138311
FAM69C	na	125704
FAM71A	na	149647
FAM71B	na	153745
FAM71C	na	196472
FAM71D	na	161142
FAM71E1	na	112703
FAM71E2	na	284418
FAM71F1	na	84691
FAM71F2	na	346653
FAM72A	na	729533
FAM72B	na	653820
FAM72D	na	728833
FAM73A	na	374986
FAM73B	na	84895
FAM74A1	na	401507
FAM74A3	na	728495
FAM74A4	na	401508
FAM76A	na	199870
FAM76B	na	143684
FAM78A	na	286336
FAM78B	na	149297
FAM81A	na	145773
FAM81B	na	153643
FAM83A	na	84985
FAM83B	na	222584
FAM83C	na	128876
FAM83D	na	81610
FAM83E	na	54854
FAM83F	na	113828
FAM83G	na	644815
FAM83H	na	286077
FAM84A	na	151354
FAM84B	na	157638
FAM86A	na	196483
FAM86B1	na	85002
FAM86B2	na	653333
FAM86C1	na	55199
FAM86C2P	na	645332
FAM86DP	na	692099
FAM86EP	na	348926
FAM86FP	na	653113
FAM86HP	na	729375
FAM89A	na	375061
FAM89B	na	23625
FAM8A1	na	51439
FAM90A1	na	55138
FAM90A10P	na	441328
FAM90A14P	na	645651
FAM90A18P	na	441326
FAM90A19P	na	728753
FAM90A20P	na	728430
FAM90A25P	na	389633
FAM90A7P	na	441317
FAM90A8P	na	441324
FAM90A9P	na	441327
FAM91A1	na	157769
FAM92A1	na	137392
FAM92A1P2	na	403315
FAM92B	na	339145
FAM95B1	na	100133036
FAM96A	na	84191
FAM96B	na	51647
FAM98A	na	25940
FAM98B	na	283742
FAM98C	na	147965
FAM99A	na	387742
FAM99B	na	100132464
FAM9A	na	171482
FAM9B	na	171483
